"STUDENTID";"ACADYEAR";"SEMESTER";"CAMPUSID";"COURSEID";"CAMPUSNAME";"CURRIC";"COURSENAME";"SECTIONGROUP";"CREDIT";"GRADE"
444125;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090006";3;"B"
444125;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444125;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444125;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005403";1;
444125;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100006";3;
444125;2557;2;2;"FD211";"RANGSIT";"561";"	INTRODUCTION TO FOOD SCIENCE AND TECHNOLOGY";"810001";3;
444125;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444125;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444125;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444125;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444125;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444126;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"C+"
444126;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"B+"
444126;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"A"
444126;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100006";3;"D+"
444126;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"D"
444126;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C+"
444126;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090012";3;"C+"
444126;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"D+"
444126;2557;2;2;"BA291";"RANGSIT";"561";"INTRODUCTION TO BUSINESS";"820002";3;
444126;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444126;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005401";1;
444126;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100006";3;
444126;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444126;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444126;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444126;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444126;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444127;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"D"
444127;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"B+"
444127;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B+"
444127;2557;1;2;"EL070";"RANGSIT";"561";"ENGLISH COURSE 1";"100003";3;"S#"
444127;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"F"
444127;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
444127;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090008";3;"C+"
444127;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
444127;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444127;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005403";1;
444127;2557;2;2;"CS301";"RANGSIT";"561";"COMPUTER SCIENCE PROJECT PROPOSAL AND PRESENTATION";"820001";3;
444127;2557;2;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100003";3;
444127;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444127;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444127;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444127;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444127;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444128;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"B+"
444128;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"B+"
444128;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B+"
444128;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100007";3;"B"
444128;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"C+"
444128;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"C+"
444128;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090005";3;"B"
444128;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444128;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444128;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005401";1;
444128;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100007";3;
444128;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444128;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444128;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444128;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444128;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444129;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010002";3;"C"
444129;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"C+"
444129;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003202";1;"C+"
444129;2557;1;2;"EL070";"RANGSIT";"561";"ENGLISH COURSE 1";"100002";3;"S#"
444129;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"D"
444129;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C+"
444129;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090001";3;"B"
444129;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C"
444129;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444129;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005402";1;
444129;2557;2;2;"CS301";"RANGSIT";"561";"COMPUTER SCIENCE PROJECT PROPOSAL AND PRESENTATION";"820001";3;
444129;2557;2;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100002";3;
444129;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444129;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444129;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444129;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444129;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444130;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"B"
444130;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"C+"
444130;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B"
444130;2557;1;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100002";3;"B"
444130;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"C"
444130;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"B"
444130;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090020";3;"B"
444130;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444130;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444130;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005402";1;
444130;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444130;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444130;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444130;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444130;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444131;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"C+"
444131;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"D+"
444131;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"C+"
444131;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100006";3;"C+"
444131;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"C"
444131;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"B"
444131;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090006";3;"B"
444131;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C"
444131;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444131;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005403";1;
444131;2557;2;2;"CS301";"RANGSIT";"561";"COMPUTER SCIENCE PROJECT PROPOSAL AND PRESENTATION";"820001";3;
444131;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100006";3;
444131;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444131;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444131;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444131;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444131;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444132;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"C+"
444132;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"C+"
444132;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"C+"
444132;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100001";3;"C+"
444132;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"C"
444132;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
444132;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090011";3;"C"
444132;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"B+"
444132;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444132;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005402";1;
444132;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100001";3;
444132;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444132;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444132;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444132;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444132;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444133;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"B"
444133;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"B+"
444133;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B+"
444133;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100003";3;"B"
444133;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"D"
444133;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C+"
444133;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090013";3;"B"
444133;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
444133;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444133;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005401";1;
444133;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100003";3;
444133;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444133;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444133;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444133;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444133;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444134;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010002";3;"B+"
444134;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"A"
444134;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003202";1;"A"
444134;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100003";3;"B+"
444134;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"D+"
444134;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
444134;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090004";3;"B"
444134;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"D+"
444134;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444134;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005401";1;
444134;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100003";3;
444134;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444134;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444134;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444134;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444134;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444135;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";0;"W"
444135;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";0;"W"
444135;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";0;"W"
444135;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100003";3;"D"
444135;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"D+"
444135;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C+"
444135;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090001";3;"B"
444135;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"B+"
444135;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100003";3;
444135;2557;2;2;"HR201";"RANGSIT";"561";"PRINCIPLES OF MANAGEMENT";"030001";3;
444135;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444135;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444135;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444135;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444135;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444136;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"A"
444136;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"B+"
444136;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B+"
444136;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100002";3;"B"
444136;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"C"
444136;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"C+"
444136;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090005";3;"B"
444136;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444136;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444136;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005401";1;
444136;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100002";3;
444136;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444136;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444136;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444136;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444136;2557;2;2;"TU122";"RANGSIT";"561";"LAW IN EVERYDAY LIFE";"820001";3;
444136;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444137;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"A"
444137;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230002";3;"B+"
444137;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B"
444137;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100002";3;"B"
444137;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"C+"
444137;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"B+"
444137;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090002";3;"A"
444137;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444137;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444137;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005402";1;
444137;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100002";3;
444137;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444137;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444137;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444137;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444137;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444139;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010002";3;"C+"
444139;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230003";3;"D+"
444139;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003202";1;"C"
444139;2557;1;2;"EL070";"RANGSIT";"561";"ENGLISH COURSE 1";"100003";3;"S#"
444139;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"F"
444139;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"C+"
444139;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090017";3;"B+"
444139;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
444139;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444139;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005403";1;
444139;2557;2;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100003";3;
444139;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444139;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444139;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444139;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444139;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444140;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"D"
444140;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"F"
444140;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";0;"W"
444140;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100002";0;"W"
444140;2557;1;2;"SC135";"RANGSIT";"561";"GENERAL PHYSICS";"080001";3;"F"
444140;2557;1;2;"SC185";"RANGSIT";"561";"GENERAL PHYSICS  LABORATORY";"005401";1;"F"
444140;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090018";0;"W"
444140;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"F"
444140;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444140;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444140;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444140;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444140;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444140;2557;2;2;"TU122";"RANGSIT";"561";"LAW IN EVERYDAY LIFE";"820001";3;
444140;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444142;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"B"
444142;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"C+"
444142;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B"
444142;2557;1;2;"EL171";"RANGSIT";"561";"ENGLISH COURSE 2";"100001";3;"B"
444142;2557;1;2;"SC123";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY";"080001";3;"C"
444142;2557;1;2;"SC173";"RANGSIT";"561";"FUNDAMENTAL CHEMISTRY LABORATORY";"005401";1;"C+"
444142;2557;1;2;"TH161";"RANGSIT";"561";"THAI USAGE";"090002";3;"B"
444142;2557;1;2;"TU154";"RANGSIT";"561";"FOUNDATION OF MATHEMATICS";"070001";3;"C+"
444142;2557;2;2;"BA291";"RANGSIT";"561";"INTRODUCTION TO BUSINESS";"820002";3;
444142;2557;2;2;"CS111";"RANGSIT";"561";"OBJECT-ORIENTED PROGRAMMING";"450001";3;
444142;2557;2;2;"CS115";"RANGSIT";"561";"PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING";"005402";1;
444142;2557;2;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100001";3;
444142;2557;2;2;"MA211";"RANGSIT";"561";"CALCULUS 1";"090001";3;
444142;2557;2;2;"TU100";"RANGSIT";"561";"CIVIC EDUCATION";"830001";3;
444142;2557;2;2;"TU110";"RANGSIT";"561";"INTEGRATED HUMANITIES";"210001";2;
444142;2557;2;2;"TU120";"RANGSIT";"561";"INTEGRATED SOCIAL SCIENCES";"670001";2;
444142;2557;2;2;"TU130";"RANGSIT";"561";"INTEGRATED SCIENCES AND TECHNOLOGY";"120001";2;
444143;2557;1;2;"CS101";"RANGSIT";"561";"DISCRETE STRUCTURES";"010001";3;"C+"
444143;2557;1;2;"CS102";"RANGSIT";"561";"COMPUTER PROGRAMMING FUNDAMENTALS";"230001";3;"B+"
444143;2557;1;2;"CS105";"RANGSIT";"561";"PRACTICUM FOR STRUCTURAL PROGRAMMING";"003201";1;"B+"
444143;2557;1;2;"EL172";"RANGSIT";"561";"ENGLISH COURSE 3";"100002";3;"B+"
