"STUDENTID";"ACADYEAR";"SEMESTER";"CAMPUSID";"COURSEID";"CAMPUSNAME";"CURRIC";"COURSENAME";"SECTIONGROUP";"CREDIT";"GRADE"
351659;2553;2;2;"SC123";"RANGSIT";"521";"FUNDAMENTAL CHEMISTRY";"070002";3;"B+"
351659;2553;2;2;"SC173";"RANGSIT";"521";"FUNDAMENTAL CHEMISTRY   LABORATORY";"008101";1;"A"
351659;2553;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"A"
351659;2553;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"830001";3;"A"
351659;2554;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"060001";3;"B+"
351659;2554;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050001";3;"A"
351659;2554;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"A"
351659;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"B"
351659;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"A"
351659;2554;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"B+"
351659;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"B"
351659;2554;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";3;"B+"
351659;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"B+"
351659;2554;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"B"
351659;2554;2;2;"CS296";"RANGSIT";"521";"ART AND DESIGN FOUNDATIONS";"890001";3;"A"
351659;2554;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"C+"
351659;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"B+"
351659;2554;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"870001";3;"B"
351659;2554;3;1;"TU122";"THA PRACHAN";"521";"LAW IN EVERYDAY LIFE";"388301";3;"A"
351659;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"A"
351659;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"B"
351659;2555;1;2;"CS365";"RANGSIT";"521";"ARTIFICIAL INTELLIGENT SYSTEMS";"020001";3;"A"
351659;2555;1;2;"CS395";"RANGSIT";"521";"COMPUTER GRAPHICS";"090001";3;"A"
351659;2555;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"A"
351659;2555;1;2;"SW365";"RANGSIT";"521";"FAMILY LIFE, SEX EDUCATION AND ETHICS";"820001";3;"B+"
351659;2555;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"810001";1;"A"
351659;2555;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"010001";3;"A"
351659;2555;2;2;"CS328";"RANGSIT";"521";"COMPILER CONSTRUCTION";"100001";3;"A"
351659;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"B"
351659;2555;2;2;"CS367";"RANGSIT";"521";"KNOWLEDGE REPRESENTATION AND REASONING";"030001";3;"B+"
351659;2555;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"B"
351659;2555;2;2;"CS377";"RANGSIT";"521";"DIGITAL IMAGE PROCESSING";"050001";3;"A"
351659;2556;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"840001";3;"B+"
351659;2556;1;2;"CS387";"RANGSIT";"521";"WEB APPLICATION AND ENTERPRISE PROGRAMS";"030001";3;"B+"
351659;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
351659;2556;1;2;"CS446";"RANGSIT";"521";"NET-CENTRIC COMPUTING 2";"020001";3;"B+"
351659;2556;1;2;"CS457";"RANGSIT";"521";"DATABASE SYSTEMS 2";"090001";3;"A"
351659;2556;2;2;"CS359";"RANGSIT";"521";"DOCUMENT INDEXTING AND RETRIEVAL";"030001";3;"A"
351659;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
351660;2553;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"A"
351660;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"A"
351660;2553;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100001";3;"B"
351660;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";3;"C+"
351660;2553;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"B+"
351660;2553;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"A"
351660;2553;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";4;"A"
351660;2553;2;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"100001";3;"B"
351660;2553;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"C+"
351660;2553;2;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"830001";3;"A"
351660;2553;2;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"008201";1;"A"
351660;2553;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"B+"
351660;2553;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"B"
351660;2554;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050001";3;"A"
351660;2554;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"840001";1;"A"
351660;2554;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"A"
351660;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"A"
351660;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"A"
351660;2554;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"B"
351660;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"A"
351660;2554;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";3;"A"
351660;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"B+"
351660;2554;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"B+"
351660;2554;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"A"
351660;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"A"
351660;2554;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"870001";3;"B+"
351660;2555;1;2;"BA291";"RANGSIT";"521";"INTRODUCTION TO BUSINESS";"810001";3;"A"
351660;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"A"
351660;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"A"
351660;2555;1;2;"CS365";"RANGSIT";"521";"ARTIFICIAL INTELLIGENT SYSTEMS";"020001";3;"A"
351660;2555;1;2;"CS395";"RANGSIT";"521";"COMPUTER GRAPHICS";"090001";3;"A"
351660;2555;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"A"
351660;2555;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"810001";1;"A"
351660;2555;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"010001";3;"A"
351660;2555;2;2;"CS328";"RANGSIT";"521";"COMPILER CONSTRUCTION";"100001";3;"A"
351660;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"A"
351660;2555;2;2;"CS348";"RANGSIT";"521";"INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING";"050001";3;"A"
351660;2555;2;2;"CS367";"RANGSIT";"521";"KNOWLEDGE REPRESENTATION AND REASONING";"030001";3;"A"
351660;2555;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"B"
351660;2555;2;2;"CS426";"RANGSIT";"521";"PARALLEL ALGORITHM DESIGNS";"020001";3;"A"
351660;2556;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"840001";3;"A"
351660;2556;1;2;"CS387";"RANGSIT";"521";"WEB APPLICATION AND ENTERPRISE PROGRAMS";"030001";3;"A"
351660;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
351660;2556;1;2;"CS427";"RANGSIT";"521";"INTRODUCTION TO PARALLEL COMPUTING";"080001";3;"A"
351660;2556;1;2;"CS446";"RANGSIT";"521";"NET-CENTRIC COMPUTING 2";"020001";3;"A"
351660;2556;1;2;"CS457";"RANGSIT";"521";"DATABASE SYSTEMS 2";"090001";3;"A"
351660;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
351661;2553;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"B"
351661;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"A"
351661;2553;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100001";3;"D+"
351661;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";3;"D+"
351661;2553;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"B+"
351661;2553;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"B"
351661;2553;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040502";4;"A"
351661;2553;2;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"100001";3;"D"
351661;2553;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"C"
351661;2553;2;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"830001";3;"C"
351661;2553;2;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"008201";1;"C+"
351661;2553;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"B"
351661;2553;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"B"
351661;2554;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"060001";3;"A"
351661;2554;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050002";3;"A"
351661;2554;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"840001";1;"B+"
351661;2554;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"A"
351661;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040002";3;"A"
351661;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"C+"
351661;2554;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070002";3;"D+"
351661;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";0;"W"
351661;2554;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020002";3;"A"
351661;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"B+"
351661;2554;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"C+"
351661;2554;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"C"
351661;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040002";3;"A"
351661;2554;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"870001";3;"C"
351661;2554;3;2;"NS132";"RANGSIT";"521";"ADOLESCENT HEALTH";"812301";3;"B+"
351661;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"A"
351661;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"B+"
351661;2555;1;2;"CS365";"RANGSIT";"521";"ARTIFICIAL INTELLIGENT SYSTEMS";"020001";3;"B+"
351661;2555;1;2;"CS395";"RANGSIT";"521";"COMPUTER GRAPHICS";"090001";3;"B"
351661;2555;1;2;"CS409";"RANGSIT";"521";"SELECTED TOPICS IN COMPUTER SCIENCE";"830001";3;"A"
351661;2555;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"C+"
351661;2555;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"810001";1;"C+"
351661;2555;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"010001";3;"A"
351661;2555;2;2;"CS326";"RANGSIT";"521";"EMBEDDED SYSTEMS DESIGN";"100001";3;"A"
351661;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"B+"
351661;2555;2;2;"CS367";"RANGSIT";"521";"KNOWLEDGE REPRESENTATION AND REASONING";"030001";3;"B+"
351661;2555;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"B"
351661;2555;2;2;"CS426";"RANGSIT";"521";"PARALLEL ALGORITHM DESIGNS";"020001";3;"A"
351661;2556;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"840001";3;"B+"
351661;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
351661;2556;1;2;"CS449";"RANGSIT";"521";"SELECTED TOPICS IN NET-CENTRIC COMPUTING";"040001";3;"A"
351661;2556;1;2;"CS467";"RANGSIT";"521";"MACHINE LEARNING";"670001";3;"B+"
351661;2556;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"C+"
351661;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
351661;2556;2;2;"TU122";"RANGSIT";"521";"LAW IN EVERYDAY LIFE";"820001";3;"B"
351662;2553;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"D+"
351662;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"C"
351662;2553;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100001";3;"C+"
351662;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";0;"W"
351662;2553;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"B"
351662;2553;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
351662;2553;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";4;"D+"
351662;2553;2;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"100001";3;"C"
351662;2553;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"C"
351662;2553;2;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"830001";3;"C"
351662;2553;2;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"008201";1;"C+"
351662;2553;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"C"
351662;2553;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"B"
351662;2553;3;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"824501";3;"C"
351662;2553;3;2;"PE245";"RANGSIT";"521";"STUDENT AND SELF-DEVELOPMENT";"388301";2;"A"
351662;2554;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"C"
351662;2554;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050001";3;"C"
351662;2554;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"840001";1;"A"
351662;2554;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"C"
351662;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"C"
351662;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"C"
351662;2554;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070002";3;"C+"
351662;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";0;"W"
351662;2554;2;2;"AT316";"RANGSIT";"521";"INDUSTRIAL AND POWER PLANTS";"010001";3;"B+"
351662;2554;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";3;"B"
351662;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"B"
351662;2554;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"C+"
351662;2554;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";0;"W"
351662;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"C"
351662;2554;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"870001";3;"C"
351662;2554;3;2;"TA395";"RANGSIT";"521";"MEDICINAL PLANTS IN DAILY LIFE";"000001";3;"A"
351662;2555;1;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"108101";4;"C"
351662;2555;1;2;"CS289";"RANGSIT";"521";"SOFTWARE PROCESS AND QUALITY ASSURANCE";"090001";3;"B+"
351662;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"D+"
351662;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"C+"
351662;2555;1;2;"CS385";"RANGSIT";"521";"SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT";"020001";3;"B+"
351662;2555;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"C+"
351662;2555;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"C"
351662;2555;2;2;"CS286";"RANGSIT";"521";"MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING";"100001";3;"B+"
351662;2555;2;2;"CS288";"RANGSIT";"521";"COMPONENT-BASED SOFTWARE DEVELOPMENT";"030001";3;"B"
351662;2555;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"810001";1;"C+"
351662;2555;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"010001";3;"C+"
351662;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"B"
351662;2555;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"C+"
351662;2555;2;2;"CS486";"RANGSIT";"521";"SOFTWARE VALIDATION  AND  VERIFICATION";"050001";3;"A"
351662;2555;2;2;"CS487";"RANGSIT";"521";"SOFTWARE PROJECT MANAGEMENT";"090001";3;"B"
351662;2555;3;1;"TU122";"THA PRACHAN";"521";"LAW IN EVERYDAY LIFE";"388301";3;"C+"
351662;2556;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"840001";3;"B+"
351662;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
351662;2556;1;2;"CS488";"RANGSIT";"521";"FORMAL METHODS";"010001";3;"A"
351662;2556;1;2;"CS489";"RANGSIT";"521";"SELECTED TOPICS IN SOFTWARE ENGINEERING";"100001";3;"B"
351662;2556;1;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"C+"
351662;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
351663;2553;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"B"
351663;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"B"
351663;2553;1;2;"EL070";"RANGSIT";"521";"ENGLISH COURSE 1";"100001";3;"S#"
351663;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";0;"W"
351663;2553;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090001";3;"C+"
351663;2553;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D+"
351663;2553;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";4;"C"
351663;2553;2;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100004";3;"D"
351663;2553;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"020001";3;"D+"
351663;2553;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"D"
351663;2553;2;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"830001";3;"C+"
351663;2553;2;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"008201";1;"C+"
351663;2553;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"C+"
351663;2553;3;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"824507";3;"C"
351663;2554;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"060001";3;"B"
351663;2554;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050001";3;"C"
351663;2554;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"840001";1;"B"
351663;2554;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"C"
351663;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"C"
351663;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"C+"
351663;2554;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"C"
351663;2554;1;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"230001";3;"D+"
351663;2554;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";3;"B"
351663;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"C"
351663;2554;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"C+"
351663;2554;2;2;"ES356";"RANGSIT";"521";"ECO-TOURISM";"810001";3;"C+"
351663;2554;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"D"
351663;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"D"
351663;2554;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"870001";3;"D+"
351663;2554;3;2;"LA209";"RANGSIT";"521";"CIVIL AND COMMERCIAL LAW";"812301";3;"B"
351663;2554;3;1;"TU122";"THA PRACHAN";"521";"LAW IN EVERYDAY LIFE";"388301";3;"B+"
351663;2555;1;2;"CS289";"RANGSIT";"521";"SOFTWARE PROCESS AND QUALITY ASSURANCE";"090001";3;"C"
351663;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"D+"
351663;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"C"
351663;2555;1;2;"CS385";"RANGSIT";"521";"SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT";"020001";3;"B"
351663;2555;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"D"
351663;2555;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";0;"W"
351663;2555;2;2;"CS285";"RANGSIT";"521";"PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING";"050001";3;"C"
351663;2555;2;2;"CS288";"RANGSIT";"521";"COMPONENT-BASED SOFTWARE DEVELOPMENT";"030001";3;"A"
351663;2555;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"810001";1;"C+"
351663;2555;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"010001";3;"D+"
351663;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"C"
351663;2555;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"C+"
351663;2555;2;2;"CS487";"RANGSIT";"521";"SOFTWARE PROJECT MANAGEMENT";"090001";3;"C"
351663;2556;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"840001";3;"C"
351663;2556;1;2;"CS386";"RANGSIT";"521";"SOFTWARE CONFIGURATION MANAGEMENT";"040001";3;"C+"
351663;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
351663;2556;1;2;"CS457";"RANGSIT";"521";"DATABASE SYSTEMS 2";"090001";3;"B"
351663;2556;1;2;"CS488";"RANGSIT";"521";"FORMAL METHODS";"010001";3;"B+"
351663;2556;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"D+"
351663;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
351663;2556;2;2;"CS408";"RANGSIT";"521";"SEMINAR IN SYSTEM ENGINEERING";"020001";3;"C+"
351663;2556;2;2;"CS459";"RANGSIT";"521";"SELECTED TOPICS IN INFORMATION SYSTEMS";"090001";3;"B+"
351664;2553;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"C"
351664;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"C+"
351664;2553;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100001";3;"C"
351664;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";0;"W"
351664;2553;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"C+"
351664;2553;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
351664;2553;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";4;"C"
